Date/Time, Noisy Line, Cosinus, Noisy Cosinus, Sinus, Wide Sinus, Combined Sinuses, Fading Sinus
17-Dec-77 07:00:00.000000, -8.216402222736, -0.22495105434315, -0.28781588858233, 0.9743700647854, 2.8170294592554, 11.14181948085, 2.6754350484358
17-Dec-77 08:00:00.000000, -7.6392529775106, -0.24192189559838, -0.34156433972079, 0.97029572627632, 2.8200327902498, 11.143464699009, 2.6817197913958
17-Dec-77 09:00:00.000000, -7.5037640328537, -0.25881904510242, -0.17405671987853, 0.9659258262891, 2.8230346298714, 11.145009905301, 2.6880068392281
17-Dec-77 10:00:00.000000, -8.1132176949704, -0.27563735581633, -0.20355350357547, 0.96126169593851, 2.8260349765321, 11.146455541845, 2.6942961465254
17-Dec-77 11:00:00.000000, -8.2420822203821, -0.2923717047215, -0.27263568998667, 0.95630475596341, 2.8290338286448, 11.147802080633, 2.7005876676981
17-Dec-77 12:00:00.000000, -7.7812241629144, -0.30901699437488, -0.31533273965143, 0.95105651629518, 2.832031184624, 11.149050023389, 2.7068813569732
17-Dec-77 13:00:00.000000, -7.7217076407847, -0.32556815445653, -0.30001434855134, 0.94551857559953, 2.8350270428844, 11.150199901418, 2.7131771683945
17-Dec-77 14:00:00.000000, -7.8426170713932, -0.34202014332619, -0.29071943933532, 0.93969262078572, 2.838021401842, 11.151252275437, 2.7194750558225
17-Dec-77 15:00:00.000000, -7.6789781754739, -0.35836794954527, -0.41718697611921, 0.93358042649721, 2.8410142599127, 11.152207735412, 2.7257749729339
17-Dec-77 16:00:00.000000, -7.903538304569, -0.37460659341533, -0.41807612680638, 0.92718385456702, 2.8440056155144, 11.15306690037, 2.7320768732215
17-Dec-77 17:00:00.000000, -7.5705415127196, -0.39073112848815, -0.37007433682318, 0.92050485345292, 2.8469954670637, 11.153830418215, 2.7383807099941
17-Dec-77 18:00:00.000000, -7.6880157302078, -0.4067366430758, -0.4954621753825, 0.9135454576426, 2.8499838129814, 11.154498965529, 2.744686436376
17-Dec-77 19:00:00.000000, -8.3296869368431, -0.42261826174016, -0.37924784286405, 0.9063077870369, 2.8529706516857, 11.155073247365, 2.7509940053073
17-Dec-77 20:00:00.000000, -7.7914986164735, -0.43837114678964, -0.39406241203726, 0.89879404629889, 2.8559559815976, 11.155553997031, 2.7573033695431
17-Dec-77 21:00:00.000000, -7.7859153287885, -0.45399049973958, -0.39447305639208, 0.89100652418835, 2.8589398011379, 11.155941975867, 2.7636144816538
17-Dec-77 22:00:00.000000, -7.556956430458, -0.4694715627854, -0.3699350730903, 0.88294759285919, 2.8619221087293, 11.156237973016, 2.7699272940246
17-Dec-77 23:00:00.000000, -7.5167369539927, -0.48480962024533, -0.42405150183904, 0.87461970713995, 2.8649029027933, 11.156442805173, 2.7762417588554
18-Dec-77 00:00:00.000000, -7.5005297721366, -0.49999999999849, -0.4041001974609, 0.86602540378531, 2.8678821817552, 11.15655731635, 2.7825578281607
18-Dec-77 01:00:00.000000, -7.7723977823148, -0.51503807490961, -0.53778756842414, 0.85716730070238, 2.8708599440384, 11.156582377606, 2.7888754537691
18-Dec-77 02:00:00.000000, -7.6600817265734, -0.5299192642338, -0.43281526468004, 0.84804809615605, 2.8738361880681, 11.156518886787, 2.7951945873236
18-Dec-77 03:00:00.000000, -7.5150673938985, -0.54463903501512, -0.53290021300583, 0.83867056794536, 2.8768109122704, 11.156367768252, 2.801515180281
18-Dec-77 04:00:00.000000, -8.0460587290796, -0.55919290347034, -0.50654791050011, 0.82903757255531, 2.8797841150723, 11.156129972591, 2.807837183912
18-Dec-77 05:00:00.000000, -8.3135368608933, -0.57357643635016, -0.65131159653786, 0.81915204428961, 2.8827557949015, 11.155806476331, 2.8141605493005
18-Dec-77 06:00:00.000000, -7.9802715156601, -0.58778525229112, -0.68628825965767, 0.80901699437593, 2.885725950186, 11.155398281645, 2.8204852273442
18-Dec-77 07:00:00.000000, -8.1827709338082, -0.60181502315169, -0.67857698719751, 0.79863551004756, 2.8886945793559, 11.154906416038, 2.8268111687536
18-Dec-77 08:00:00.000000, -8.209862703788, -0.61566147532627, -0.66632396463183, 0.78801075360625, 2.8916616808396, 11.154331932042, 2.8331383240528
18-Dec-77 09:00:00.000000, -7.7805258619043, -0.62932039104998, -0.70889607794227, 0.77714596145686, 2.89462725307, 11.153675906889, 2.8394666435783
18-Dec-77 10:00:00.000000, -8.1969401080613, -0.64278760968622, -0.56483016943569, 0.76604444311924, 2.8975912944772, 11.152939442184, 2.8457960774793
18-Dec-77 11:00:00.000000, -7.6810263396152, -0.65605902898975, -0.75374677398984, 0.75470958022343, 2.9005538034945, 11.152123663569, 2.8521265757178
18-Dec-77 12:00:00.000000, -7.8886691254511, -0.66913060635767, -0.66251894013155, 0.74314482547847, 2.9035147785547, 11.151229720381, 2.8584580880679
